央视频道,#genre#
江苏影视,https://mgtv.ottiptv.cc/migu/626064697.m3u8?migutoken=6508bc5fae9f621ed6ec72d39eb7f60ab52c4b412a5ee7f5b612640ecccbde1f9584f0a97aebc090cb58f73e9e079ced87b059526a6614b5a9ad5a23ff4863d36adcc1ed699583e058fac3330e
江苏影视,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jsyingshi/600/index.m3u8?msisdn=20251023080142772bf60e882f42cebdb0f8be760fd6b7&mdspid=&spid=699067&netType=0&sid=5500260517&pid=2028597139&timestamp=20251023080142&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064697&ParentNodeID=-99&assertID=5500260517&client_ip=106.13.250.83&SecurityKey=20251023080142&promotionId=&mvid=5100186424&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=08704ae8cfefd451664dee9c23c79ed1&ddCalcu=10d8ee72906740ca3e28cc9feeefdd446561
江苏影视,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jsyingshi/600/index.m3u8?msisdn=202510240800581f7cec0b4b0d4f85a55224d468cbc56d&mdspid=&spid=699067&netType=0&sid=5500260517&pid=2028597139&timestamp=20251024080058&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064697&ParentNodeID=-99&assertID=5500260517&client_ip=106.13.250.88&SecurityKey=20251024080058&promotionId=&mvid=5100186424&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=8a89abe289ca2d05b7f942cd6dbe231d&ddCalcu=d81ae382296ea0bbde62d8c92c4a92fd70b5
沈腾电影,http://www.douzhicloud.site:35455/huya/11601968
法政先锋,http://www.douzhicloud.site:35455/huya/23863804
洗冤录,http://www.douzhicloud.site:35455/huya/29465851
洪金宝经典喜剧电影,https://yylunbo.ottiptv.cc/yy/1354889042
活佛济公3,http://www.douzhicloud.site:35455/huya/23903123
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科影视,http://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
淘剧场,http://zjzcf.synology.me:35455/bptv/10000100000000050000000003887497.m3u8
淘娱乐,http://zjzcf.synology.me:35455/bptv/10000100000000050000000003887499.m3u8
热血动作电影,https://yylunbo.ottiptv.cc/yy/1382736804
热血抗日电影,https://yylunbo.ottiptv.cc/yy/1382749907
热门港剧,http://www.douzhicloud.site:35455/douyu/5522351
爆笑电影王牌大贱谍23,https://yylunbo.ottiptv.cc/yy/1382735556
玄幻电影,http://www.douzhicloud.site:35455/huya/11342414
珍珠港电影,https://yylunbo.ottiptv.cc/yy/1354936234
电影,https://yylunbo.ottiptv.cc/yy/37454459
电影丧尸片,http://live.metshop.top/huya/21059578?cdn=alicdn
电影八点档,http://live.metshop.top/huya/880261?cdn=alicdn
电影兴风作浪系列播放,https://yylunbo.ottiptv.cc/yy/1382736857
电影功夫片,http://live.metshop.top/huya/11352941?cdn=alicdn
电影动作电影,http://live.metshop.top/huya/11602077?cdn=alicdn
电影战争片,http://live.metshop.top/huya/21059574?cdn=alicdn
电影电影电影电影电影电影,https://yylunbo.ottiptv.cc/yy/1351496216
电影百团大战,https://yylunbo.ottiptv.cc/yy/1382736871
电影蜘蛛侠,http://live.metshop.top/huya/21059599?cdn=alicdn
电影黑豹,https://yylunbo.ottiptv.cc/yy/1382736816
神雕侠侣,http://www.douzhicloud.site:35455/huya/23865171
科幻电影环太平洋,https://yylunbo.ottiptv.cc/yy/1354936170
粟裕大将影视,https://yylunbo.ottiptv.cc/yy/1354926542
精彩动作电影,https://yylunbo.ottiptv.cc/yy/1382736823
精彩动作电影享不停,https://yylunbo.ottiptv.cc/yy/1382736809
经典剧集,http://www.douzhicloud.site:35455/douyu/6863367
经典电影,https://yylunbo.ottiptv.cc/yy/1414812324
经典电影港片枪战,https://yylunbo.ottiptv.cc/yy/1355076627
经典电影重温,https://yylunbo.ottiptv.cc/yy/1382793140
罪犯电影,http://www.douzhicloud.site:35455/huya/11352962
老卓电影,https://yylunbo.ottiptv.cc/yy/1354770516
西游记2,http://www.douzhicloud.site:35455/huya/29465859
让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8
谍战电影,http://www.douzhicloud.site:35455/huya/21059585
贝爷求生,http://www.douzhicloud.site:35455/douyu/4332
贺岁电影,http://www.douzhicloud.site:35455/huya/11601986
超精彩系列动作电影,https://yylunbo.ottiptv.cc/yy/1382745096
辽宁影视剧,http://120.76.248.139/live/bfgd/4200000070.m3u8
远去的飞鹰影视剧,https://yylunbo.ottiptv.cc/yy/1354930912
野山鹰影视剧,https://yylunbo.ottiptv.cc/yy/1354932395
野蛮亲家,http://www.douzhicloud.site:35455/huya/23863796
金庸武侠,http://www.douzhicloud.site:35455/huya/11342435
陕西西部电影,http://112.46.105.20:8009/hls/62/index.m3u8
韩国电影1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=595
韩国电影2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
高分电影10000000,https://yylunbo.ottiptv.cc/yy/1355171357
鹿鼎记,http://www.douzhicloud.site:35455/yy/28265277
黄渤电影,http://www.douzhicloud.site:35455/huya/11352876
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8

更新时间,#genre#
2025-12-04 12:26:29,https://vd2.bdstatic.com/mda-rkaittscnuukharr/sc/cae_h264/1762869917385606027/mda-rkaittscnuukharr.mp4
www.izbds.com,https://vd2.bdstatic.com/mda-rkaittscnuukharr/sc/cae_h264/1762869917385606027/mda-rkaittscnuukharr.mp4
